From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temp,RH,WS,WD,SR,BP,VWS,AT,RF,Timestamp,Month,Season,AQI_PM25,AQI_PM10,AQI
07-08-2024 00:00,08-08-2024 00:00,44.045277777777784,180.91986111111112,6.35,18.95,13.24,26.46,5.38,0.62,30.02,0.04,0.48,,88.51,0.87,215.28,65.58,973.75,,29.7,0.01,2024-07-08,7.0,Monsoon,40.083333333333336,42.33,42.33
08-08-2024 00:00,09-08-2024 00:00,44.045277777777784,180.91986111111112,6.01,18.79,12.87,25.61,5.5,0.64,35.46,0.02,0.43,,87.95,1.18,180.09,102.46,975.02,,30.12,0.57,2024-08-08,8.0,Monsoon,29.85,36.17,36.17
09-08-2024 00:00,10-08-2024 00:00,44.045277777777784,180.91986111111112,6.35,20.64,14.14,25.57,5.53,0.69,33.48,0.03,0.53,,87.57,1.09,162.7,97.83,975.95,,30.33,0.32,2024-09-08,9.0,Monsoon,44.2,44.94,44.94
10-08-2024 00:00,11-08-2024 00:00,44.045277777777784,180.91986111111112,9.36,22.14,17.38,26.13,6.49,0.9,24.18,0.06,1.29,,90.59,0.71,188.52,72.8,975.42,,29.98,0.06,2024-10-08,10.0,Post-Monsoon,56.666666666666664,58.77,58.77
11-08-2024 00:00,12-08-2024 00:00,44.045277777777784,180.91986111111112,8.25,22.47,16.66,29.27,8.07,0.88,31.56,0.06,0.65,,89.83,0.86,189.25,87.84,974.2,,29.77,0.6,2024-11-08,11.0,Post-Monsoon,40.63333333333333,40.73,40.73
12-08-2024 00:00,13-08-2024 00:00,44.045277777777784,180.91986111111112,8.02,23.25,16.89,28.9,7.54,0.85,25.84,0.05,0.71,,91.65,0.72,166.41,58.8,975.02,,29.43,0.2,2024-12-08,12.0,Winter,41.13333333333333,38.65,41.13333333333333
13-08-2024 00:00,14-08-2024 00:00,44.045277777777784,180.91986111111112,8.2,21.91,16.32,27.02,5.81,0.84,31.68,0.04,0.84,,89.66,0.91,168.75,95.32,976.27,,29.92,0.12,,,,73.4087962962963,153.94657407407408,153.94657407407408
14-08-2024 00:00,15-08-2024 00:00,44.045277777777784,180.91986111111112,9.97,22.37,18.0,25.5,6.43,0.91,33.04,0.07,1.04,,86.41,0.83,173.56,114.07,976.5,,30.85,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
15-08-2024 00:00,16-08-2024 00:00,44.045277777777784,180.91986111111112,5.86,18.82,12.77,28.58,6.55,0.72,36.89,0.04,0.45,,85.58,0.98,198.69,99.25,975.64,,30.94,0.25,,,,73.4087962962963,153.94657407407408,153.94657407407408
16-08-2024 00:00,17-08-2024 00:00,44.045277777777784,180.91986111111112,8.27,20.43,15.59,30.66,6.69,0.81,32.77,0.05,0.63,,85.48,0.99,192.96,97.96,974.93,,30.88,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
17-08-2024 00:00,18-08-2024 00:00,44.045277777777784,180.91986111111112,10.28,27.41,20.94,31.88,7.1,1.13,42.36,0.11,1.51,,78.55,0.63,209.54,113.26,977.18,,31.86,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
18-08-2024 00:00,19-08-2024 00:00,44.045277777777784,180.91986111111112,8.68,25.65,18.69,28.75,5.48,0.99,33.76,0.09,1.01,,78.91,0.9,271.95,104.46,977.78,,31.62,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
19-08-2024 00:00,20-08-2024 00:00,44.045277777777784,180.91986111111112,9.28,24.51,18.58,28.18,4.37,0.91,33.33,0.09,0.65,,78.86,0.86,273.39,91.54,976.99,,31.38,0.01,,,,73.4087962962963,153.94657407407408,153.94657407407408
20-08-2024 00:00,21-08-2024 00:00,44.045277777777784,180.91986111111112,7.84,25.24,17.79,29.53,4.63,0.87,51.04,0.08,0.81,,80.28,0.74,251.28,67.78,977.16,,30.6,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
21-08-2024 00:00,22-08-2024 00:00,44.045277777777784,180.91986111111112,6.12,24.17,15.83,27.12,5.36,0.78,57.94,0.05,0.63,,74.29,0.7,237.43,134.26,978.08,,31.74,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
22-08-2024 00:00,23-08-2024 00:00,44.045277777777784,180.91986111111112,5.92,23.03,15.07,23.39,5.01,0.76,63.72,0.06,0.53,,75.31,0.85,250.82,123.93,976.79,,31.86,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
23-08-2024 00:00,24-08-2024 00:00,44.045277777777784,180.91986111111112,11.64,29.63,23.23,23.68,5.79,1.14,54.92,0.12,2.12,,80.41,0.71,209.94,52.55,977.72,,30.21,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
24-08-2024 00:00,25-08-2024 00:00,44.045277777777784,180.91986111111112,21.94,36.24,35.11,22.67,8.24,1.74,68.42,0.18,3.43,,77.44,0.65,161.78,79.58,976.84,,31.43,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
25-08-2024 00:00,26-08-2024 00:00,44.045277777777784,180.91986111111112,7.77,30.4,20.49,24.47,7.23,1.16,51.35,0.04,0.58,,80.14,1.45,156.41,108.26,974.88,,31.17,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
26-08-2024 00:00,27-08-2024 00:00,44.045277777777784,180.91986111111112,5.81,28.67,17.98,25.77,6.89,0.62,53.31,0.03,0.47,,80.67,1.51,171.9,94.18,974.64,,30.86,0.05,,,,73.4087962962963,153.94657407407408,153.94657407407408
27-08-2024 00:00,28-08-2024 00:00,44.045277777777784,180.91986111111112,9.05,30.46,21.56,25.39,6.73,0.67,35.94,0.03,0.62,,87.33,1.35,181.58,98.14,976.83,,29.62,0.01,,,,73.4087962962963,153.94657407407408,153.94657407407408
28-08-2024 00:00,29-08-2024 00:00,44.045277777777784,180.91986111111112,9.26,29.7,21.33,25.91,6.71,0.74,41.98,0.04,0.53,,89.09,0.95,188.22,94.9,976.8,,29.43,0.09,,,,73.4087962962963,153.94657407407408,153.94657407407408
29-08-2024 00:00,30-08-2024 00:00,44.045277777777784,180.91986111111112,21.37,34.12,33.52,23.95,7.09,1.07,27.81,0.1,1.3,,91.59,0.9,197.83,39.91,976.95,,28.62,0.21,,,,73.4087962962963,153.94657407407408,153.94657407407408
30-08-2024 00:00,31-08-2024 00:00,44.045277777777784,180.91986111111112,24.99,43.26,41.33,23.64,8.55,1.24,46.41,0.15,2.34,,84.66,0.8,223.68,113.49,978.79,,30.78,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
31-08-2024 00:00,01-09-2024 00:00,44.045277777777784,180.91986111111112,16.95,44.67,35.53,21.39,7.71,1.06,48.39,0.13,1.23,,76.17,1.18,226.61,118.39,978.29,,31.85,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
01-09-2024 00:00,02-09-2024 00:00,44.045277777777784,180.91986111111112,16.32,40.28,32.69,22.36,6.66,1.07,54.65,0.12,1.32,,74.63,0.78,172.83,115.34,977.65,,32.31,0.0,2024-01-09,1.0,Winter,74.78333333333333,100.94,100.94
02-09-2024 00:00,03-09-2024 00:00,44.045277777777784,180.91986111111112,6.55,28.95,18.73,24.66,5.83,0.61,46.49,0.03,0.38,,79.03,1.16,184.45,51.66,978.66,,30.94,0.0,2024-02-09,2.0,Winter,48.2,55.33,55.33
03-09-2024 00:00,04-09-2024 00:00,44.045277777777784,180.91986111111112,8.53,31.13,21.49,24.44,6.24,0.74,49.17,0.05,0.54,,74.66,1.13,177.16,92.7,978.69,,32.04,0.0,2024-03-09,3.0,Spring,52.75,65.38,65.38
04-09-2024 00:00,05-09-2024 00:00,44.045277777777784,180.91986111111112,14.52,35.36,28.61,24.44,6.55,0.84,31.2,0.07,0.85,,86.15,0.71,227.04,81.02,976.93,,29.35,0.09,2024-04-09,4.0,Spring,30.099999999999998,41.18,41.18
05-09-2024 00:00,06-09-2024 00:00,44.045277777777784,180.91986111111112,15.83,37.77,30.97,24.26,8.59,1.05,48.61,0.11,1.71,,81.55,0.56,208.43,109.92,975.06,,30.46,0.0,2024-05-09,5.0,Spring,66.26666666666667,78.12,78.12
06-09-2024 00:00,07-09-2024 00:00,44.045277777777784,180.91986111111112,7.4,29.73,19.83,22.94,7.34,0.67,41.7,0.06,0.69,,82.48,1.07,195.53,80.01,976.53,,29.86,0.0,2024-06-09,6.0,Monsoon,53.81666666666666,56.9,56.9
07-09-2024 00:00,08-09-2024 00:00,44.045277777777784,180.91986111111112,11.04,37.45,26.89,18.49,8.38,0.89,36.65,0.08,1.1,,87.1,0.8,201.21,65.23,977.59,,29.43,0.09,2024-07-09,7.0,Monsoon,39.18333333333333,48.42,48.42
08-09-2024 00:00,09-09-2024 00:00,44.045277777777784,180.91986111111112,19.62,43.57,37.13,12.9,8.19,1.38,21.81,0.15,2.36,,90.77,0.92,226.28,40.34,977.44,,29.4,0.01,2024-08-09,8.0,Monsoon,128.6,103.88,128.6
09-09-2024 00:00,10-09-2024 00:00,44.045277777777784,180.91986111111112,16.17,41.75,33.35,14.04,8.06,1.17,40.18,0.12,1.29,,82.58,0.84,243.18,105.64,975.19,,30.81,0.0,2024-09-09,9.0,Monsoon,92.04999999999998,100.47333333333333,100.47333333333333
10-09-2024 00:00,11-09-2024 00:00,44.045277777777784,180.91986111111112,16.1,37.02,30.78,18.17,8.85,1.09,40.15,0.1,2.11,,80.58,0.78,193.08,100.36,974.73,,30.62,0.0,2024-10-09,10.0,Post-Monsoon,76.7,100.7,100.7
11-09-2024 00:00,12-09-2024 00:00,44.045277777777784,180.91986111111112,30.22,44.99,46.5,20.42,9.49,1.53,31.04,0.18,2.78,,89.36,0.68,152.31,60.57,974.54,,29.35,0.01,2024-11-09,11.0,Post-Monsoon,58.91666666666667,94.34,94.34
12-09-2024 00:00,13-09-2024 00:00,44.045277777777784,180.91986111111112,8.84,33.8,23.16,24.31,6.7,0.81,28.1,0.06,0.96,,91.49,1.13,106.09,44.72,973.22,,28.27,0.0,2024-12-09,12.0,Winter,27.2,35.53,35.53
13-09-2024 00:00,14-09-2024 00:00,44.045277777777784,180.91986111111112,8.1,33.09,22.18,24.06,6.18,0.89,43.26,0.06,0.59,,91.66,1.32,249.73,32.2,973.98,,27.39,0.88,,,,73.4087962962963,153.94657407407408,153.94657407407408
14-09-2024 00:00,15-09-2024 00:00,44.045277777777784,180.91986111111112,9.94,33.61,23.97,22.25,7.06,0.83,32.72,0.06,0.95,,89.36,1.17,262.08,77.1,975.6,,28.48,0.01,,,,73.4087962962963,153.94657407407408,153.94657407407408
15-09-2024 00:00,16-09-2024 00:00,44.045277777777784,180.91986111111112,15.86,37.53,30.86,22.31,9.38,1.1,37.24,0.1,1.26,,80.23,1.05,262.81,90.65,976.29,,29.77,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
16-09-2024 00:00,17-09-2024 00:00,44.045277777777784,180.91986111111112,18.86,40.65,34.95,19.32,8.56,1.1,44.61,0.13,1.38,,77.5,1.18,248.09,102.19,977.77,,30.18,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
17-09-2024 00:00,18-09-2024 00:00,44.045277777777784,180.91986111111112,11.32,41.03,29.02,18.88,6.87,0.85,51.04,0.12,1.31,,77.57,0.85,244.05,98.25,979.19,,30.36,0.01,,,,73.4087962962963,153.94657407407408,153.94657407407408
18-09-2024 00:00,19-09-2024 00:00,44.045277777777784,180.91986111111112,14.85,41.07,31.92,21.7,5.88,0.93,20.33,0.12,1.96,,91.38,0.85,146.69,34.97,978.31,,27.49,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
19-09-2024 00:00,20-09-2024 00:00,44.045277777777784,180.91986111111112,9.31,33.58,23.43,22.59,6.07,0.82,25.28,0.06,0.93,,89.69,0.87,162.0,59.85,978.11,,28.46,0.18,,,,73.4087962962963,153.94657407407408,153.94657407407408
20-09-2024 00:00,21-09-2024 00:00,44.045277777777784,180.91986111111112,8.79,27.76,19.92,24.12,7.24,0.84,36.24,0.08,0.62,,78.62,0.73,222.84,98.96,978.24,,30.21,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
21-09-2024 00:00,22-09-2024 00:00,44.045277777777784,180.91986111111112,5.76,29.65,18.45,21.37,9.93,1.48,48.11,0.04,0.41,,73.84,0.62,237.77,93.77,979.17,,31.06,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
22-09-2024 00:00,23-09-2024 00:00,44.045277777777784,180.91986111111112,11.47,44.66,31.08,20.03,12.7,1.46,52.71,0.12,1.5,,74.41,0.62,204.27,98.99,978.79,,31.57,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
23-09-2024 00:00,24-09-2024 00:00,44.045277777777784,180.91986111111112,15.51,49.29,36.83,19.01,15.51,1.65,52.06,0.17,2.15,,75.49,0.57,219.3,92.11,978.38,,31.72,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
24-09-2024 00:00,25-09-2024 00:00,44.045277777777784,180.91986111111112,12.9,46.91,33.44,18.43,13.57,1.48,53.42,0.17,2.02,,75.1,0.49,206.22,89.71,977.21,,32.29,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
25-09-2024 00:00,26-09-2024 00:00,44.045277777777784,180.91986111111112,8.68,30.8,21.35,21.77,11.65,1.53,36.77,0.12,1.28,,78.56,0.92,188.73,89.05,977.59,,31.15,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
26-09-2024 00:00,27-09-2024 00:00,44.045277777777784,180.91986111111112,7.32,25.7,17.62,24.12,16.69,1.17,33.44,0.05,0.45,,77.9,1.24,186.85,74.25,977.6,,30.82,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
27-09-2024 00:00,28-09-2024 00:00,44.045277777777784,180.91986111111112,5.45,23.6,14.99,22.76,11.34,0.74,36.81,0.02,0.34,,76.06,1.54,186.85,94.62,977.51,,30.42,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
28-09-2024 00:00,29-09-2024 00:00,44.045277777777784,180.91986111111112,6.25,25.91,16.87,22.98,18.46,3.07,42.16,0.03,0.42,,78.21,1.02,176.4,78.51,979.33,,29.56,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
29-09-2024 00:00,30-09-2024 00:00,44.045277777777784,180.91986111111112,9.18,30.11,21.48,21.51,16.86,3.5,34.6,0.06,0.66,,80.0,0.68,187.49,70.06,981.7,,29.78,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
30-09-2024 00:00,01-10-2024 00:00,44.045277777777784,180.91986111111112,10.68,40.43,28.18,19.76,18.0,1.77,44.88,0.13,1.19,,77.09,0.8,223.86,94.4,981.01,,30.59,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
01-10-2024 00:00,02-10-2024 00:00,44.045277777777784,180.91986111111112,13.64,44.17,32.45,20.13,19.52,3.25,57.14,0.15,1.56,,74.53,0.97,236.35,91.53,978.36,,31.1,0.0,2024-01-10,1.0,Winter,127.39999999999999,139.95333333333335,139.95333333333335
02-10-2024 00:00,03-10-2024 00:00,44.045277777777784,180.91986111111112,6.45,37.3,23.09,22.14,18.38,2.42,65.0,0.14,1.19,,67.93,0.85,255.79,92.91,977.69,,31.47,0.0,2024-02-10,2.0,Winter,98.68333333333334,140.16666666666666,140.16666666666666
03-10-2024 00:00,04-10-2024 00:00,44.045277777777784,180.91986111111112,17.94,46.64,37.4,23.17,22.24,1.93,55.65,0.17,2.34,,64.76,0.99,259.95,94.48,976.94,,31.19,0.0,2024-03-10,3.0,Spring,84.51666666666667,149.97333333333333,149.97333333333333
04-10-2024 00:00,05-10-2024 00:00,44.045277777777784,180.91986111111112,19.11,46.62,38.33,23.09,17.13,2.2,42.88,0.18,4.31,,69.64,0.79,221.35,91.27,978.04,,30.91,0.0,2024-04-10,4.0,Spring,94.45,152.02666666666667,152.02666666666667
05-10-2024 00:00,06-10-2024 00:00,44.045277777777784,180.91986111111112,12.18,38.19,28.22,24.54,14.36,1.66,40.91,0.12,1.34,,68.45,1.02,244.16,86.7,980.22,,31.0,0.0,2024-05-10,5.0,Spring,60.06666666666666,122.44666666666666,122.44666666666666
06-10-2024 00:00,07-10-2024 00:00,44.045277777777784,180.91986111111112,17.1,43.88,35.24,25.51,12.41,1.66,55.76,0.13,1.43,,65.22,0.78,179.55,86.08,983.54,,31.01,0.0,2024-06-10,6.0,Monsoon,71.03333333333333,120.27999999999999,120.27999999999999
07-10-2024 00:00,08-10-2024 00:00,44.045277777777784,180.91986111111112,27.92,51.83,48.26,23.97,19.13,2.05,49.28,0.15,2.2,,67.07,0.72,158.54,90.68,985.54,,30.33,0.0,2024-07-10,7.0,Monsoon,75.35,125.80666666666667,125.80666666666667
08-10-2024 00:00,09-10-2024 00:00,44.045277777777784,180.91986111111112,21.62,56.04,45.39,24.59,19.78,2.26,59.53,0.19,2.66,,65.75,0.64,173.28,83.34,985.07,,30.35,0.0,2024-08-10,8.0,Monsoon,117.23333333333335,152.30666666666667,152.30666666666667
09-10-2024 00:00,10-10-2024 00:00,44.045277777777784,180.91986111111112,18.59,57.51,43.71,25.55,16.34,3.28,58.63,0.19,2.18,,64.73,0.85,201.78,78.58,983.19,,30.14,0.0,2024-09-10,9.0,Monsoon,112.06666666666666,138.78,138.78
10-10-2024 00:00,11-10-2024 00:00,44.045277777777784,180.91986111111112,30.59,63.38,56.59,26.12,18.86,2.82,58.04,0.15,1.51,,61.93,1.01,224.29,81.99,982.39,,29.77,0.0,2024-10-10,10.0,Post-Monsoon,76.66666666666667,135.52666666666667,135.52666666666667
11-10-2024 00:00,12-10-2024 00:00,44.045277777777784,180.91986111111112,31.93,68.33,60.3,25.32,20.82,1.56,69.3,0.18,1.93,,62.57,1.1,239.3,84.82,982.41,,29.22,0.0,2024-11-10,11.0,Post-Monsoon,117.63333333333335,132.80666666666667,132.80666666666667
12-10-2024 00:00,13-10-2024 00:00,44.045277777777784,180.91986111111112,15.61,57.82,41.44,25.41,19.75,2.32,64.12,0.2,1.76,,60.7,0.75,234.35,85.73,983.14,,29.15,0.0,2024-12-10,12.0,Winter,110.56666666666668,137.35999999999999,137.35999999999999
13-10-2024 00:00,14-10-2024 00:00,44.045277777777784,180.91986111111112,29.22,68.43,58.16,25.63,25.04,1.59,69.75,0.26,2.41,,56.03,0.51,190.51,76.23,983.78,,29.33,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
14-10-2024 00:00,15-10-2024 00:00,44.045277777777784,180.91986111111112,49.21,70.19,75.35,28.12,19.79,2.66,57.27,0.31,3.72,,57.11,0.64,225.6,78.38,984.43,,28.79,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
15-10-2024 00:00,16-10-2024 00:00,44.045277777777784,180.91986111111112,15.6,63.45,44.28,29.48,23.12,2.09,64.82,0.22,2.47,,55.67,0.82,272.95,83.7,983.64,,28.77,0.07,,,,73.4087962962963,153.94657407407408,153.94657407407408
16-10-2024 00:00,17-10-2024 00:00,44.045277777777784,180.91986111111112,18.37,68.62,49.26,31.92,19.82,2.47,72.78,0.19,2.62,,56.65,0.52,235.73,78.84,982.35,,29.44,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
17-10-2024 00:00,18-10-2024 00:00,44.045277777777784,180.91986111111112,43.9,84.97,78.88,33.62,26.46,3.16,68.05,0.3,5.41,,59.26,0.51,181.23,76.49,982.8,,29.52,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
18-10-2024 00:00,19-10-2024 00:00,44.045277777777784,180.91986111111112,30.57,70.19,60.19,34.94,27.4,1.92,64.64,0.27,5.16,,58.92,0.52,194.77,77.8,982.71,,29.5,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
19-10-2024 00:00,20-10-2024 00:00,44.045277777777784,180.91986111111112,43.78,71.31,71.53,34.1,27.7,2.15,64.56,0.32,5.36,,57.86,0.67,195.76,73.47,983.01,,29.88,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
20-10-2024 00:00,21-10-2024 00:00,44.045277777777784,180.91986111111112,20.67,60.14,46.79,37.03,22.16,1.7,72.54,0.26,3.53,,64.12,0.7,178.93,71.31,984.21,,29.48,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
21-10-2024 00:00,22-10-2024 00:00,44.045277777777784,180.91986111111112,29.51,66.06,57.13,37.84,22.68,2.03,61.64,0.24,3.13,,69.41,0.67,164.58,67.92,984.74,,29.11,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
22-10-2024 00:00,23-10-2024 00:00,44.045277777777784,180.91986111111112,28.41,69.05,57.83,37.22,21.17,2.21,70.66,0.27,3.37,,70.4,0.54,181.72,66.61,985.61,,28.99,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
23-10-2024 00:00,24-10-2024 00:00,44.045277777777784,180.91986111111112,24.91,69.75,55.36,36.99,21.12,2.13,55.94,0.33,4.67,,64.96,1.04,208.19,65.44,985.22,,29.31,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
24-10-2024 00:00,25-10-2024 00:00,44.045277777777784,180.91986111111112,26.3,72.67,58.03,32.5,16.47,1.71,64.82,0.24,2.3,,60.79,1.23,231.53,69.05,983.92,,29.25,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
25-10-2024 00:00,26-10-2024 00:00,44.045277777777784,180.91986111111112,28.38,72.36,59.56,29.64,18.76,1.45,57.14,0.19,1.59,,58.38,1.21,260.12,68.66,983.19,,28.96,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
26-10-2024 00:00,27-10-2024 00:00,44.045277777777784,180.91986111111112,31.59,84.95,68.86,29.44,19.25,1.9,69.04,0.22,2.16,,59.47,0.87,226.52,69.88,983.06,,28.58,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
27-10-2024 00:00,28-10-2024 00:00,44.045277777777784,180.91986111111112,29.48,73.45,61.04,35.77,17.67,1.7,76.98,0.21,2.35,,68.69,0.73,180.38,64.24,982.59,,28.94,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
28-10-2024 00:00,29-10-2024 00:00,44.045277777777784,180.91986111111112,31.76,70.21,61.16,35.34,14.99,1.64,60.76,0.18,2.08,,68.71,0.84,198.39,63.89,981.43,,28.92,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
29-10-2024 00:00,30-10-2024 00:00,44.045277777777784,180.91986111111112,36.29,70.8,65.16,33.73,16.09,1.62,55.75,0.18,1.89,,67.06,0.76,198.98,64.96,981.69,,29.49,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
30-10-2024 00:00,31-10-2024 00:00,44.045277777777784,180.91986111111112,44.64,86.37,80.23,33.92,18.57,2.3,75.91,0.26,3.93,,66.21,0.6,190.96,65.4,982.21,,29.54,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
31-10-2024 00:00,01-11-2024 00:00,44.045277777777784,180.91986111111112,39.72,77.96,71.76,36.24,21.25,1.99,56.89,0.26,2.81,,62.65,0.95,277.62,60.99,984.04,,29.11,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
01-11-2024 00:00,02-11-2024 00:00,44.045277777777784,180.91986111111112,7.69,51.47,31.64,30.22,40.64,1.07,68.55,0.15,0.64,,51.54,0.95,264.89,68.86,984.83,,28.3,0.0,2024-01-11,1.0,Winter,445.4923076923077,262.26,445.4923076923077
02-11-2024 00:00,03-11-2024 00:00,44.045277777777784,180.91986111111112,12.92,72.53,47.08,27.5,34.23,1.63,77.94,0.21,1.39,,51.73,0.53,228.3,60.56,985.86,,28.23,0.0,2024-02-11,2.0,Winter,372.12307692307695,223.0,372.12307692307695
03-11-2024 00:00,04-11-2024 00:00,44.045277777777784,180.91986111111112,21.48,84.4,60.36,30.97,42.28,2.22,89.62,0.27,2.8,,57.65,0.47,185.41,59.15,986.65,,27.52,0.0,2024-03-11,3.0,Spring,405.8307692307692,393.65,405.8307692307692
04-11-2024 00:00,05-11-2024 00:00,44.045277777777784,180.91986111111112,14.44,78.94,51.73,36.34,29.18,2.04,77.27,0.25,2.51,,61.15,0.53,238.39,55.47,985.19,,27.17,0.0,2024-04-11,4.0,Spring,468.8461538461538,335.90000000000003,468.8461538461538
05-11-2024 00:00,06-11-2024 00:00,44.045277777777784,180.91986111111112,21.46,77.0,56.21,36.77,27.67,2.0,81.51,0.26,4.6,,63.06,0.66,179.73,57.01,987.16,,27.34,0.0,2024-05-11,5.0,Spring,449.3538461538462,288.46,449.3538461538462
06-11-2024 00:00,07-11-2024 00:00,44.045277777777784,180.91986111111112,21.32,70.31,52.73,37.68,26.06,2.02,82.92,0.2,2.42,,67.27,0.47,187.36,56.79,987.39,,27.43,0.0,2024-06-11,6.0,Monsoon,421.2769230769231,258.58,421.2769230769231
07-11-2024 00:00,08-11-2024 00:00,44.045277777777784,180.91986111111112,23.66,71.22,54.91,39.32,24.19,2.52,69.64,0.28,3.52,,71.03,0.62,183.48,50.25,986.6,,27.29,0.0,2024-07-11,7.0,Monsoon,408.9076923076923,411.05000000000007,411.05000000000007
08-11-2024 00:00,09-11-2024 00:00,44.045277777777784,180.91986111111112,12.18,61.16,40.43,42.81,21.19,2.02,75.63,0.19,2.07,,72.94,0.7,198.38,50.29,986.34,,27.52,0.0,2024-08-11,8.0,Monsoon,493.5230769230769,273.75,493.5230769230769
09-11-2024 00:00,10-11-2024 00:00,44.045277777777784,180.91986111111112,10.57,55.25,35.89,40.44,20.37,1.67,76.38,0.18,1.41,,70.4,0.87,183.72,52.35,986.21,,27.93,0.0,2024-09-11,9.0,Monsoon,433.5230769230769,258.71,433.5230769230769
10-11-2024 00:00,11-11-2024 00:00,44.045277777777784,180.91986111111112,16.79,60.93,44.07,38.59,17.77,1.87,67.21,0.16,1.41,,71.66,0.72,171.05,53.67,986.35,,27.59,0.0,2024-10-11,10.0,Post-Monsoon,376.53846153846155,219.29000000000002,376.53846153846155
11-11-2024 00:00,12-11-2024 00:00,44.045277777777784,180.91986111111112,35.96,65.77,62.22,38.8,12.91,2.57,63.4,0.22,2.28,,69.75,0.54,168.32,54.47,986.12,,27.38,0.0,2024-11-11,11.0,Post-Monsoon,375.5692307692308,225.04000000000002,375.5692307692308
12-11-2024 00:00,13-11-2024 00:00,44.045277777777784,180.91986111111112,34.31,69.01,62.6,36.39,17.0,2.12,53.92,0.24,3.72,,63.0,0.85,225.21,55.11,985.8,,27.69,0.0,2024-12-11,12.0,Winter,401.9846153846154,265.04,401.9846153846154
13-11-2024 00:00,14-11-2024 00:00,44.045277777777784,180.91986111111112,22.11,81.55,59.36,42.17,23.3,3.4,61.24,0.36,2.83,,79.31,0.83,205.32,42.56,985.15,,25.72,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
14-11-2024 00:00,15-11-2024 00:00,44.045277777777784,180.91986111111112,37.24,79.29,70.45,36.2,25.77,3.11,84.08,0.34,4.23,,74.17,0.5,179.22,43.97,987.07,,25.93,0.01,,,,73.4087962962963,153.94657407407408,153.94657407407408
15-11-2024 00:00,16-11-2024 00:00,44.045277777777784,180.91986111111112,42.09,71.39,70.19,32.17,17.32,2.2,53.46,0.35,3.77,,68.26,0.61,196.58,48.28,986.34,,26.12,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
16-11-2024 00:00,17-11-2024 00:00,44.045277777777784,180.91986111111112,34.44,81.14,69.16,32.83,23.38,2.71,56.95,0.34,4.27,,66.39,0.59,236.0,47.27,985.2,,25.96,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
17-11-2024 00:00,18-11-2024 00:00,44.045277777777784,180.91986111111112,45.06,74.59,74.31,35.11,25.3,3.39,54.58,0.46,5.19,,71.79,1.04,223.73,43.18,985.93,,25.35,0.0,,,,73.4087962962963,153.94657407407408,153.94657407407408
